Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+3	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_orphan	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
children/training#66#children#F.conllu	21	396	18.857142857142858	4.227528089887641	0.68	0.565	0.8	0.685	4.292929292929293	9.090909090909092	8.333333333333334	6.313131313131313	5.808080808080808	10.858585858585858	0	14.393939393939394	0.5050505050505051	10.1010101010101	4.040404040404041	10.1010101010101	3.282828282828283	0	12.626262626262626	0.25252525252525254	0.4859550561797753	2.3255813953488373	34.883720930232556	44.18604651162791	18.6046511627907	0	0	96.15384615384616	3.8461538461538463	52.0	4.0	10.0	34.0	0	0	15.384615384615385	0	3.8461538461538463	26.923076923076923	0	53.84615384615385	0	56.0	8.0	36.0	4.3478260869565215	0	91.30434782608695	4.3478260869565215	92.0	0	0	8.0	21.73913043478261	0	13.043478260869565	13.043478260869565	0	52.17391304347826	2.6666666666666665	95.23809523809524	2.94	0	6.122448979591836	38.775510204081634	22.448979591836736	20.408163265306122	6.122448979591836	6.122448979591836	4.142857142857143	7.071428571428571	7.380952380952381	2.5611940298507463	17	1.0	10	100.0	0	0	0	55.55555555555556	44.44444444444444	81.81818181818181	18.181818181818183	0	0.5050505050505051	2.272727272727273	6.818181818181818	2.7777777777777777	0	3.787878787878788	0.25252525252525254	8.83838383838384	5.808080808080808	2.272727272727273	0.25252525252525254	7.3232323232323235	2.272727272727273	0.25252525252525254	9.090909090909092	1.5151515151515151	0	0	0	1.5151515151515151	0.5050505050505051	0	1.2626262626262625	0	0	0	2.525252525252525	3.5353535353535355	4.040404040404041	5.303030303030303	0	0.5050505050505051	4.292929292929293	6.0606060606060606	0	0	0	10.1010101010101	5.303030303030303	0	1.0101010101010102	48.78048780487805	51.21951219512195	95.23809523809524	4.761904761904762	1.2352941176470589	82.3529411764706	11.764705882352942	5.882352941176471	0	0
children/test#133#children#unknown.conllu	13	328	25.23076923076923	3.99672131147541	0.52	0.4	0.66	0.49	3.3536585365853657	11.890243902439025	7.317073170731708	7.012195121951219	3.658536585365854	12.5	0	16.463414634146343	0.3048780487804878	12.5	0.3048780487804878	7.012195121951219	3.658536585365854	0	14.024390243902438	0	0.4459016393442623	23.076923076923077	7.6923076923076925	11.538461538461538	57.69230769230769	0	0	95.65217391304348	4.3478260869565215	50.0	0	43.47826086956522	6.521739130434782	0	0	0	0	17.391304347826086	17.391304347826086	30.434782608695652	34.78260869565217	21.73913043478261	4.3478260869565215	13.043478260869565	60.869565217391305	0	0	100.0	0	86.95652173913044	0	0	13.043478260869565	0	0	10.0	10.0	35.0	45.0	4.0	76.92307692307692	2.891304347826087	0	11.11111111111111	31.11111111111111	22.22222222222222	24.444444444444443	8.88888888888889	2.2222222222222223	4.153846153846154	6.3076923076923075	12.692307692307692	3.006849315068493	25	1.1818181818181819	11	90.9090909090909	0	9.090909090909092	0	54.54545454545455	45.45454545454545	94.44444444444444	5.555555555555555	0.9146341463414634	2.7439024390243905	3.3536585365853657	7.317073170731708	2.4390243902439024	0	4.878048780487805	0	10.670731707317072	3.658536585365854	1.2195121951219512	0	3.9634146341463414	2.1341463414634148	0	11.28048780487805	0.6097560975609756	0.3048780487804878	0	0	0.9146341463414634	0	0	0.3048780487804878	0	0	0	3.048780487804878	4.573170731707317	4.2682926829268295	5.487804878048781	0	0.3048780487804878	7.012195121951219	6.402439024390244	0	0	0	7.012195121951219	3.9634146341463414	0.3048780487804878	0.9146341463414634	23.80952380952381	76.19047619047619	87.5	12.5	1.5238095238095237	57.142857142857146	33.333333333333336	9.523809523809524	0	0
children/training#179#children#M.conllu	20	470	23.5	4.103529411764706	0.54	0.465	0.69	0.6	1.9148936170212767	13.404255319148936	9.787234042553191	6.808510638297872	4.042553191489362	13.404255319148936	0	15.53191489361702	0.425531914893617	7.0212765957446805	1.0638297872340425	9.574468085106384	4.042553191489362	0	12.97872340425532	0	0.45647058823529413	2.0833333333333335	14.583333333333334	43.75	39.583333333333336	3.7037037037037037	0	92.5925925925926	3.7037037037037037	44.26229508196721	0	21.311475409836067	34.42622950819672	0	0	7.407407407407407	0	3.7037037037037037	37.03703703703704	0	51.851851851851855	0	6.25	9.375	84.375	0	0	93.10344827586206	6.896551724137931	90.625	0	0	9.375	6.896551724137931	0	17.24137931034483	24.137931034482758	0	51.724137931034484	3.5	100.0	2.5737704918032787	0	11.864406779661017	42.3728813559322	23.728813559322035	11.864406779661017	10.169491525423728	0	4.8	6.714285714285714	9.9	2.785185185185185	30	1.25	12	75.0	25.0	0	0	27.272727272727273	72.72727272727273	65.0	35.0	0.851063829787234	1.9148936170212767	3.1914893617021276	8.297872340425531	1.702127659574468	0.425531914893617	4.25531914893617	0	10.638297872340425	4.042553191489362	1.702127659574468	0	2.978723404255319	2.5531914893617023	0.2127659574468085	10.851063829787234	2.3404255319148937	0.2127659574468085	0	0	0.2127659574468085	0	0	1.4893617021276595	0	0	0.2127659574468085	0.851063829787234	6.382978723404255	3.404255319148936	4.042553191489362	0	0.425531914893617	6.170212765957447	5.74468085106383	0	0	0	9.574468085106384	4.25531914893617	0	1.0638297872340425	32.25806451612903	67.74193548387096	90.47619047619048	9.523809523809524	1.5357142857142858	60.714285714285715	28.571428571428573	7.142857142857143	3.5714285714285716	0
children/training#119#children#F.conllu	48	606	12.625	3.8086303939962476	0.68	0.56	0.78	0.645	4.125412541254126	11.716171617161717	8.58085808580858	4.455445544554456	4.455445544554456	11.881188118811881	0.33003300330033003	14.356435643564357	2.9702970297029703	7.920792079207921	2.145214521452145	12.046204620462046	1.8151815181518152	0	13.036303630363037	0.16501650165016502	0.4803001876172608	4.918032786885246	4.918032786885246	21.311475409836067	68.85245901639344	0	2.0	96.0	2.0	63.29113924050633	3.7974683544303796	18.9873417721519	13.924050632911392	0	0	6.0	0	4.0	44.0	2.0	44.0	0	0	0	100.0	14.814814814814815	0	81.48148148148148	3.7037037037037037	100.0	0	0	0	0	0	22.22222222222222	33.333333333333336	0	44.44444444444444	1.875	77.08333333333333	2.5443037974683542	2.5316455696202533	16.455696202531644	35.44303797468354	22.78481012658228	17.72151898734177	2.5316455696202533	2.5316455696202533	3.0208333333333335	6.733333333333333	4.895833333333333	2.311340206185567	15	1.1304347826086956	23	91.30434782608695	4.3478260869565215	4.3478260869565215	0	44.680851063829785	55.319148936170215	68.0	32.0	0.49504950495049505	1.6501650165016502	1.9801980198019802	7.590759075907591	2.6402640264026402	0.16501650165016502	2.145214521452145	0.16501650165016502	9.735973597359736	4.455445544554456	0.33003300330033003	0	4.9504950495049505	2.145214521452145	0.16501650165016502	10.561056105610561	1.3201320132013201	0	0.16501650165016502	0	0.8250825082508251	0	0	0.8250825082508251	0	0	0.16501650165016502	1.6501650165016502	3.6303630363036303	4.62046204620462	3.7953795379537953	0.16501650165016502	2.145214521452145	6.105610561056106	4.125412541254126	0	0	0.16501650165016502	12.046204620462046	7.920792079207921	0	1.155115511551155	52.11267605633803	47.88732394366197	88.23529411764706	11.764705882352942	1.1724137931034482	82.75862068965517	17.24137931034483	0	0	0
children/test#172#children#unknown.conllu	9	264	29.333333333333332	3.8823529411764706	0.6	0.455	0.74	0.59	3.409090909090909	7.575757575757576	7.954545454545454	4.166666666666667	3.409090909090909	15.151515151515152	0	14.772727272727273	1.5151515151515151	11.363636363636363	2.272727272727273	9.848484848484848	4.545454545454546	0	14.015151515151516	0	0.47058823529411764	3.3333333333333335	6.666666666666667	26.666666666666668	63.333333333333336	0	0	95.83333333333333	4.166666666666667	64.86486486486487	0	18.91891891891892	16.216216216216218	0	0	0	0	8.333333333333334	4.166666666666667	29.166666666666668	58.333333333333336	0	10.0	0	90.0	0	0	80.0	20.0	90.9090909090909	0	9.090909090909092	0	0	0	40.0	20.0	20.0	20.0	4.666666666666667	66.66666666666667	2.891891891891892	0	13.88888888888889	27.77777777777778	22.22222222222222	25.0	5.555555555555555	5.555555555555555	5.555555555555555	6.285714285714286	13.777777777777779	3.11353711790393	32	1.0	5	100.0	0	0	0	44.0	56.0	90.47619047619048	9.523809523809524	0	1.1363636363636365	4.924242424242424	7.196969696969697	2.6515151515151514	0	1.893939393939394	0.3787878787878788	6.818181818181818	3.409090909090909	2.6515151515151514	0	4.545454545454546	1.893939393939394	0	14.015151515151516	1.1363636363636365	0	0	0	1.1363636363636365	0	0.3787878787878788	0.7575757575757576	0	0	0	2.272727272727273	5.303030303030303	2.272727272727273	7.575757575757576	0.3787878787878788	0.7575757575757576	7.196969696969697	4.545454545454546	0	0	0.3787878787878788	9.848484848484848	3.409090909090909	0	1.1363636363636365	18.181818181818183	81.81818181818181	88.88888888888889	11.11111111111111	1.2857142857142858	71.42857142857143	28.571428571428573	0	0	0
children/test#21#children#unknown.conllu	20	409	20.45	4.220159151193634	0.62	0.52	0.78	0.645	6.356968215158925	9.7799511002445	11.246943765281173	6.356968215158925	5.378973105134475	10.513447432762836	0	17.359413202933986	0.24449877750611246	9.7799511002445	1.2224938875305624	7.823960880195599	2.93398533007335	0	11.00244498777506	0	0.5119363395225465	21.21212121212121	21.21212121212121	21.21212121212121	36.36363636363637	0	7.407407407407407	88.88888888888889	3.7037037037037037	60.0	0	26.666666666666668	13.333333333333334	0	0	7.407407407407407	11.11111111111111	7.407407407407407	11.11111111111111	29.62962962962963	33.333333333333336	3.8461538461538463	26.923076923076923	3.8461538461538463	65.38461538461539	4.0	0	96.0	0	96.15384615384616	0	0	3.8461538461538463	8.0	0	32.0	20.0	12.0	28.0	3.0	70.0	2.8	0	13.333333333333334	35.55555555555556	20.0	20.0	11.11111111111111	0	4.85	6.816666666666666	8.85	2.4873949579831933	31	1.1111111111111112	9	88.88888888888889	11.11111111111111	0	0	37.5	62.5	90.0	10.0	0.9779951100244498	2.2004889975550124	2.444987775061125	10.75794621026895	3.4229828850855744	0	2.6894865525672373	0	9.04645476772616	5.134474327628362	1.2224938875305624	0	6.601466992665037	3.667481662591687	0	10.02444987775061	0.4889975550122249	0	0	0	0.9779951100244498	0.24449877750611246	0	0.24449877750611246	0	0	0	1.9559902200488997	3.667481662591687	3.9119804400977993	4.88997555012225	0	0.24449877750611246	5.8679706601467	5.623471882640587	0	0	0.24449877750611246	7.823960880195599	4.88997555012225	0	0.7334963325183375	32.55813953488372	67.44186046511628	89.65517241379311	10.344827586206897	1.0740740740740742	96.29629629629629	0	3.7037037037037037	0	0
children/training#76#children#F.conllu	14	267	19.071428571428573	4.401673640167364	0.63	0.575	0.74	0.68	4.49438202247191	8.98876404494382	5.2434456928838955	7.116104868913857	3.3707865168539324	13.857677902621722	0	14.606741573033707	1.1235955056179776	8.239700374531836	9.737827715355806	10.486891385767791	1.1235955056179776	0	10.486891385767791	1.1235955056179776	0.497907949790795	0	27.77777777777778	55.55555555555556	16.666666666666668	0	0	100.0	0	28.571428571428573	10.714285714285714	25.0	35.714285714285715	0	0	0	0	12.5	12.5	12.5	62.5	0	21.05263157894737	5.2631578947368425	73.6842105263158	0	0	100.0	0	94.73684210526316	0	0	5.2631578947368425	27.77777777777778	0	50.0	0	0	22.22222222222222	2.2857142857142856	71.42857142857143	2.5357142857142856	3.5714285714285716	14.285714285714286	32.142857142857146	32.142857142857146	10.714285714285714	7.142857142857143	0	3.857142857142857	8.34375	9.571428571428571	2.7644444444444445	28	1.0	10	100.0	0	0	0	26.666666666666668	73.33333333333333	100.0	0.0	0.37453183520599254	2.6217228464419478	1.8726591760299625	4.49438202247191	3.745318352059925	1.1235955056179776	4.868913857677903	0.37453183520599254	7.865168539325842	3.3707865168539324	0.7490636704119851	0.37453183520599254	5.617977528089888	1.8726591760299625	0	13.108614232209737	0.37453183520599254	0.37453183520599254	0	0	1.8726591760299625	0	0	0.37453183520599254	0	0.7490636704119851	1.8726591760299625	0.7490636704119851	2.247191011235955	6.741573033707865	4.868913857677903	0.37453183520599254	1.1235955056179776	4.868913857677903	4.119850187265918	0	0	0	10.486891385767791	5.2434456928838955	0	1.1235955056179776	38.46153846153846	61.53846153846154	68.75	31.25	1.2307692307692308	76.92307692307692	23.076923076923077	0	0	0
children/training#51#children#F.conllu	20	317	15.85	4.104166666666667	0.55	0.515	0.67	0.64	5.993690851735016	9.779179810725552	6.94006309148265	4.416403785488959	5.047318611987381	17.034700315457414	0	18.92744479495268	0.6309148264984227	6.624605678233438	2.5236593059936907	9.14826498422713	1.2618296529968454	0	11.35646687697161	0.31545741324921134	0.5034722222222222	0	19.35483870967742	51.61290322580645	29.032258064516128	0	0	100.0	0	69.44444444444444	2.7777777777777777	11.11111111111111	16.666666666666668	0	0	0	0	12.0	0	0	88.0	0	42.857142857142854	14.285714285714286	42.857142857142854	0	0	92.85714285714286	7.142857142857143	100.0	0	0	0	0	0	14.285714285714286	0	0	85.71428571428571	2.3	90.0	2.861111111111111	5.555555555555555	11.11111111111111	27.77777777777778	19.444444444444443	22.22222222222222	11.11111111111111	2.7777777777777777	3.45	6.891304347826087	8.1	2.6529850746268657	37	1.0	11	100.0	0	0	0	28.571428571428573	71.42857142857143	95.45454545454545	4.545454545454546	0.6309148264984227	1.2618296529968454	0.9463722397476341	6.309148264984227	4.416403785488959	0.31545741324921134	0.31545741324921134	0.9463722397476341	9.14826498422713	5.047318611987381	1.2618296529968454	0	5.993690851735016	3.1545741324921135	0	15.141955835962145	1.5772870662460567	0	0	0	0.9463722397476341	0	0	0.6309148264984227	0	0	0.6309148264984227	1.5772870662460567	1.8927444794952681	3.7854889589905363	6.309148264984227	0.6309148264984227	0.6309148264984227	5.047318611987381	4.73186119873817	0	0	0	9.14826498422713	6.309148264984227	0	1.2618296529968454	51.42857142857143	48.57142857142857	88.23529411764706	11.764705882352942	1.3076923076923077	76.92307692307692	15.384615384615385	7.6923076923076925	0	0
children/training#22#children#M.conllu	6	182	30.333333333333332	4.2	0.55	0	0.64	0	6.593406593406593	14.835164835164836	4.395604395604396	2.197802197802198	4.395604395604396	15.934065934065934	0	16.483516483516482	0	8.791208791208792	2.7472527472527473	6.593406593406593	2.7472527472527473	0	14.285714285714286	0	0.4764705882352941	0	18.75	6.25	75.0	0	0	86.66666666666667	13.333333333333334	57.69230769230769	0	38.46153846153846	3.8461538461538463	0	0	0	0	0	6.666666666666667	0	93.33333333333333	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	4.5	100.0	2.769230769230769	0	8.0	36.0	32.0	12.0	8.0	4.0	7.333333333333333	6.7407407407407405	9.666666666666666	2.2804878048780486	20	1.0	4	100.0	0	0	0	36.36363636363637	63.63636363636363	77.77777777777777	22.22222222222222	1.6483516483516483	1.6483516483516483	2.197802197802198	4.395604395604396	3.2967032967032965	0	1.098901098901099	0	11.538461538461538	4.395604395604396	2.197802197802198	0.5494505494505495	4.395604395604396	1.098901098901099	0.5494505494505495	13.186813186813186	2.197802197802198	0.5494505494505495	0	0	1.6483516483516483	1.6483516483516483	0	0	0	0	1.098901098901099	0.5494505494505495	6.043956043956044	2.7472527472527473	4.395604395604396	0	0	5.4945054945054945	8.791208791208792	0	0	0	6.593406593406593	3.2967032967032965	0	2.7472527472527473	26.08695652173913	73.91304347826087	100.0	0.0	2.0	60.0	10.0	10.0	10.0	10.0
children/test#140#children#unknown.conllu	16	294	18.375	4.159090909090909	0.59	0.48	0.7	0.6	6.462585034013605	8.843537414965986	5.442176870748299	6.122448979591836	4.421768707482993	15.646258503401361	0	16.666666666666668	0	10.204081632653061	0	10.204081632653061	3.741496598639456	0	12.244897959183673	0	0.45454545454545453	7.6923076923076925	0	23.076923076923077	69.23076923076923	0	0	80.0	20.0	55.55555555555556	0	27.77777777777778	16.666666666666668	0	0	0	0	15.0	10.0	25.0	50.0	0	0	0	100.0	5.882352941176471	0	88.23529411764706	5.882352941176471	94.44444444444444	0	5.555555555555555	0	0	0	35.294117647058826	5.882352941176471	17.647058823529413	41.1764705882353	2.75	81.25	2.388888888888889	0	28.571428571428573	22.857142857142858	28.571428571428573	17.142857142857142	0	2.857142857142857	4.625	6.681818181818182	7.5625	2.661290322580645	16	1.3333333333333333	6	66.66666666666667	33.333333333333336	0	0	33.333333333333336	66.66666666666667	84.21052631578948	15.789473684210526	1.0204081632653061	2.380952380952381	2.7210884353741496	4.761904761904762	4.421768707482993	0	3.061224489795918	0	6.802721088435374	4.421768707482993	1.7006802721088434	0.3401360544217687	5.1020408163265305	3.061224489795918	0	13.945578231292517	1.7006802721088434	0	0	0	1.0204081632653061	0	0.6802721088435374	0	0	0	0	0.6802721088435374	5.782312925170068	3.061224489795918	5.782312925170068	0.6802721088435374	0	6.462585034013605	3.401360544217687	0	0	0	10.204081632653061	5.442176870748299	0.3401360544217687	1.0204081632653061	33.333333333333336	66.66666666666667	96.15384615384616	3.8461538461538463	1.2380952380952381	80.95238095238095	14.285714285714286	4.761904761904762	0	0
